isbn13,authors,original_publication_year,title,language_code,average_rating,cover_type,pages
9781439102760.0,Jodi Picoult,2013.0,The Storyteller,eng,4.26,0,986
9780441011130.0,Simon R. Green,2003.0,Agents of Light and Darkness (Nightside   #2),eng,4.0,0,910
9780670561730.0,Don Freeman,1978.0,A Pocket for Corduroy,en-US,4.29,1,1413
9781451648540.0,Walter Isaacson,2011.0,Steve Jobs,eng,4.09,1,916
9780684859740.0,Kathy Reichs,2002.0,Grave Secrets (Temperance Brennan   #5),en-US,3.98,0,1210
9780441010650.0,Alastair Reynolds,2001.0,Chasm City,eng,4.12,0,865
9780547959110.0,Joelle Charbonneau,2013.0,The Testing (The Testing   #1),eng,4.05,0,1266
9780765326360.0,Brandon Sanderson,2014.0,Words of Radiance (The Stormlight Archive   #2),eng,4.77,0,697
9780099498600.0,Maeve Binchy,1990.0,Circle of Friends,eng,4.0,0,1283
9780385337500.0,Diana Gabaldon,2007.0,Lord John and the Brotherhood of the Blade  (Lord John Grey   #2),en-US,3.86,0,1076
9780743236010.0,Chuck Klosterman,2003.0,Sex   Drugs   and Cocoa Puffs: A Low Culture Manifesto,en-US,3.75,1,628
9781416516350.0,Vince Flynn,1999.0,Transfer of Power (Mitch Rapp   #3),eng,4.31,1,1404
9780072434170.0,Annie Dillard,1974.0,Pilgrim at Tinker Creek,eng,4.1,0,842
9780061966900.0,Caroline Preston,2011.0,The Scrapbook of Frankie Pratt,eng,3.72,1,800
9780547576720.0,Justin Torres,2011.0,We the Animals,eng,3.61,1,695
9780006499170.0,Patrick O'Brian,1972.0,Post Captain (Aubrey/Maturin   #2),en-US,4.29,1,869
9780307718970.0,Sheri  Fink,2013.0,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,eng,3.87,1,749
9780439861370.0,C.S. Lewis,1954.0,The Horse and His Boy (Chronicles of Narnia   #5),eng,3.9,0,1362
9780060540940.0,Gavin Menzies,2002.0,1421: The Year China Discovered America,eng,3.58,0,1235
9780451219370.0,J.R. Ward,2006.0,Lover Awakened (Black Dagger Brotherhood   #3),eng,4.45,0,605
9780452286110.0,Clare Naylor   Mimi Hare,2004.0,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,en-US,3.52,0,1050
9780812968060.0,Lisa See,2005.0,Snow Flower and the Secret Fan,eng,4.05,0,705
9780671203240.0,Bertrand Russell   Paul  Edwards,1927.0,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,eng,4.03,1,1096
9781421515630.0,Matsuri Hino   Tomo Kimura,2006.0,Vampire Knight   Vol. 4 (Vampire Knight   #4),eng,4.31,0,1220
9780441005830.0,Robin McKinley,1997.0,Rose Daughter,eng,3.77,0,601
9780316677460.0,Alice Sebold,2007.0,The Almost Moon,eng,2.67,1,1386
9780553379330.0,Tom Robbins,2000.0,Fierce Invalids Home from Hot Climates,en-US,4.01,1,1391
9780061238960.0,Neil Gaiman   Michael Reaves,2007.0,InterWorld (InterWorld   #1),en-US,3.51,1,840
9780156106800.0,Italo Calvino   Archibald Colquhoun,1957.0,The Baron in the Trees,eng,4.06,0,821
9781400034680.0,Gabriel García Márquez   Edith Grossman,1985.0,Love in the Time of Cholera,eng,3.89,1,1030
9780691017850.0,Joseph Campbell,1949.0,The Hero With a Thousand Faces,eng,4.24,0,1229
9780743299850.0,Anita Diamant,2009.0,Day After Night,en-US,3.65,1,1418
9780140169300.0,Wallace Stegner,1971.0,Angle of Repose,eng,4.27,1,975
9780545415070.0,Meg Cabot,2012.0,Underworld (Abandon   #2),eng,3.89,1,1242
9781921794090.0,Hannah Harrington,2011.0,Saving June,eng,3.97,0,856
9780679733710.0,Robert A. Caro,1990.0,Means of Ascent (The Years of Lyndon Johnson   #2),eng,4.25,0,1437
9780141185260.0,Vladimir Nabokov,1962.0,Pale Fire,eng,4.19,1,516
9780061142020.0,Neil Gaiman,1999.0,Stardust,eng,4.07,0,513
9780062414090.0,Kiera Cass,2015.0,Happily Ever After (The Selection   #0.4   0.5   2.5   2.6),eng,4.22,0,1209
9781619636040.0,Sarah J. Maas,2015.0,Queen of Shadows (Throne of Glass   #4),eng,4.6,0,1363
9780143035410.0,Jasper Fforde,2004.0,Something Rotten (Thursday Next   #4),eng,4.15,0,1244
9780517206060.0,Emily Dickinson,1890.0,Selected Poems,eng,4.16,0,626
9781476748440.0,Kathleen Grissom,2016.0,Glory over Everything: Beyond The Kitchen House,eng,4.24,1,801
9780064440010.0,Russell Hoban   Lillian Hoban,1970.0,A Bargain for Frances,eng,4.25,1,602
9780061124300.0,Lionel Shriver,2003.0,We Need to Talk About Kevin,eng,4.07,0,772
9780553212560.0,Edith Wharton   Mary Gordon,1911.0,Ethan Frome and Other Short Fiction,en-US,3.65,1,1274
9780316096160.0,James Patterson   Maxine Paetro,2010.0,Private (Private   #1),eng,3.88,1,907
9780545040560.0,Meg Cabot,2009.0,Being Nikki (Airhead   #2),eng,3.87,0,1237
9781416544180.0,Chuck Klosterman,2008.0,Downtown Owl,eng,3.53,1,1196
9781579126960.0,Agatha Christie,1928.0,The Mystery of the Blue Train (Hercule Poirot   #6),eng,3.77,0,642
9781414336240.0,Joel C. Rosenberg,2014.0,The Auschwitz Escape,eng,4.32,1,824
9780375822740.0,Jeanne DuPrau,2003.0,The City of Ember (Book of Ember   #1),eng,3.85,0,1349
9780449004840.0,Mary Doria Russell,1998.0,Children of God (The Sparrow   #2),eng,4.05,1,582
9780062248470.0,Jenna Miscavige Hill   Lisa Pulitzer,2013.0,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,eng,3.72,1,1359
9780312642690.0,Mary Kay Andrews,2011.0,Summer Rental,en-US,3.78,0,1222
9781594746380.0,Ian Doescher,2013.0,William Shakespeare's Star Wars: Verily   A New Hope (William Shakespeare's Star Wars   #4),eng,3.94,1,573
9780804141260.0,Anne Tyler,2016.0,Vinegar Girl,eng,3.42,1,963
9781594481930.0,Nick Hornby,2005.0,A Long Way Down,eng,3.41,1,1311
9780446562420.0,Scott Turow,2005.0,Innocent (Kindle County Legal Thriller   #8),eng,3.9,0,587
9780743262130.0,David McCullough,1977.0,The Path Between the Seas: The Creation of the Panama Canal   1870-1914,eng,4.19,0,733
9780440420480.0,Jeanne Birdsall,2005.0,The Penderwicks: A Summer Tale of Four Sisters   Two Rabbits   and a Very Interesting Boy (The Penderwicks #1),eng,4.12,1,981
9780553380960.0,Neal Stephenson,1992.0,Snow Crash,eng,4.02,0,1175
9780439498820.0,Jaclyn Moriarty,2003.0,The Year of Secret Assignments (Ashbury/Brookfield   #2),eng,3.9,0,1226
9780425223250.0,Nalini Singh,2008.0,Hostage to Pleasure (Psy-Changeling   #5),en-US,4.22,0,834
9780060097910.0,Jeff Brown   Scott Nash   Macky Pamintuan,1964.0,Flat Stanley (Flat Stanley   #1),eng,3.82,1,879
9780688161120.0,Ken Grimwood,1986.0,Replay,en-US,4.16,1,1289
9780451190550.0,Stephen King,1996.0,The Green Mile   Part 4: The Bad Death of Eduard Delacroix,eng,4.52,1,1296
9780060932140.0,Milan Kundera   Aaron Asher,1979.0,The Book of Laughter and Forgetting,eng,4.01,1,1262
9780142003340.0,Steven Pinker,2002.0,The Blank Slate: The Modern Denial of Human Nature,eng,4.07,0,1222
9780345505490.0,Steve Berry,2010.0,The Emperor's Tomb (Cotton Malone   #6),en-US,3.95,0,1257
9780778314190.0,Maria V. Snyder,2012.0,Scent of Magic (Healer   #2),en-US,4.13,1,599
9780451201030.0,Eric Jerome Dickey,1997.0,Friends and Lovers,eng,4.21,1,1098
9780553535650.0,Julie Buxbaum,2016.0,Tell Me Three Things,eng,4.1,0,1288
9780425204700.0,Patricia Cornwell,1995.0,From Potter's Field (Kay Scarpetta   #6),eng,4.02,0,610
9780805089260.0,Rhoda Janzen,2009.0,Mennonite in a Little Black Dress: A Memoir of Going Home,en-US,3.17,1,785
9780670063120.0,Alison Goodman,2011.0,Eona: The Last Dragoneye (Eon   #2),eng,4.12,1,1153
9780060724700.0,Meg Cabot,2005.0,Twilight (The Mediator   #6),eng,4.26,1,1226
9780060096090.0,Meg Cabot,2002.0,Princess in Waiting (The Princess Diaries   #4),eng,3.66,0,1127
9780446699560.0,Michael Connelly,2005.0,The Closers (Harry Bosch   #11; Harry Bosch Universe   #13),eng,4.08,1,992
9780060740690.0,Donna Leon,1992.0,Death at La Fenice (Commissario Brunetti   #1),en-US,3.81,1,752
9780316058290.0,Wendy Mass,2006.0,Jeremy Fink and the Meaning of Life,en-US,4.02,1,980
9780345490380.0,Matthew Pearl,2003.0,The Dante Club,en-US,3.38,0,659
9780091940740.0,Caitlin Moran,2011.0,How to Be a Woman,eng,3.73,0,1452
9780988474410.0,S.H. Kolee,2012.0,Love Left Behind,eng,4.0,0,1470
9780385352090.0,Peter Heller,2014.0,The Painter,eng,3.76,0,564
9781421512020.0,Bisco Hatori,2001.0,Millennium Snow   Vol. 1,en-US,4.04,1,1383
9781401204260.0,Grant Morrison   Dave McKean,1989.0,Batman: Arkham Asylum - A Serious House on Serious Earth,eng,4.09,1,1234
9781400044160.0,Chimamanda Ngozi Adichie,2006.0,Half of a Yellow Sun,eng,4.28,1,1141
9780671729490.0,V.C. Andrews,1984.0,Seeds of Yesterday (Dollanganger   #4),en-US,3.81,0,841
9781439187320.0,Richard Paul Evans,2010.0,The Walk (The Walk   #1),en-US,4.12,1,1413
9780439436570.0,Garth Nix,2006.0,Sir Thursday (The Keys to the Kingdom   #4),en-US,3.94,0,876
9780670021250.0,Andrew Ross Sorkin,2008.0,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,en-US,4.09,0,1133
9780385613460.0,Jenny Downham,2007.0,Before I Die,eng,3.84,1,524
9781471132970.0,Philippa Gregory,2015.0,The Taming of the Queen (The Plantagenet and Tudor Novels   #11),eng,3.89,0,636
9781400030650.0,Rohinton Mistry,1996.0,A Fine Balance,eng,4.34,0,581
9780330398050.0,Judy Blume,1974.0,Blubber,en-GB,3.78,1,1050
9780812978190.0,E.L. Doctorow,1974.0,Ragtime,eng,3.88,1,982
9780593057060.0,Lee Child,2009.0,Gone Tomorrow (Jack Reacher   #13),eng,4.17,0,1180
9780140184940.0,Graham Greene,1958.0,Our Man in Havana,eng,3.94,0,976
9780425270690.0,Ilona Andrews,2016.0,Magic Binds (Kate Daniels   #9),eng,4.57,0,987
9780385524930.0,Barbara Delinsky,2009.0,While My Sister Sleeps,en-US,3.82,1,558
9780099690600.0,Orson Scott Card   James Cameron,1989.0,The Abyss,eng,4.06,0,683
9780340863690.0,Richard Wurmbrand,1940.0,Tortured for Christ N/E,en-US,4.34,1,1341
9780312890180.0,Gene Wolfe,1994.0,Shadow & Claw (The Book of the New Sun #1-2),eng,4.04,1,875
9781922182100.0,Graeme Simsion,2014.0,The Rosie Effect (Don Tillman   #2),eng,3.56,1,1268
9780307394540.0,Martha Stewart   Victor Schrager,2008.0,Martha Stewart's Cookies: The Very Best Treats to Bake and to Share,eng,4.04,1,1309
25986247522.0,Karen Kingsbury,2003.0,One Tuesday Morning (9/11   #1),eng,4.41,0,1458
9780375718950.0,Haruki Murakami   Alfred Birnbaum,1982.0,A Wild Sheep Chase (The Rat   #3),eng,3.94,1,1380
9780307594780.0,Stieg Larsson   Reg Keeland,2005.0,The Millennium Trilogy (Millennium Trilogy   #1-3),eng,4.46,0,763
9780786886330.0,Glen David Gold,2001.0,Carter Beats the Devil,eng,4.09,0,1000
9780425200410.0,Evan Wright,2004.0,Generation Kill: Devil Dogs   Iceman   Captain America   and the New Face of American War,en-US,4.25,1,1107
9780061043540.0,Dorothy L. Sayers,1926.0,Clouds of Witness (Lord Peter Wimsey   #2),eng,4.04,1,1499
9781416562600.0,Aravind Adiga,2008.0,The White Tiger,eng,3.71,1,660
9780786939830.0,R.A. Salvatore,1990.0,Exile (Forgotten Realms: The Dark Elf Trilogy   #2; Legend of Drizzt   #2),eng,4.24,0,1106
9780099461880.0,Martin Amis,1984.0,Money,en-GB,3.71,0,1490
9781442403390.0,Holly Black,2011.0,Red Glove (Curse Workers   #2),en-US,3.98,0,1386
9780446608820.0,James Patterson,1999.0,Pop Goes the Weasel (Alex Cross   #5),eng,3.98,0,798
9780307381260.0,Howard Dully   Charles Fleming,2007.0,My Lobotomy,eng,3.7,0,629
9780802131800.0,Sadegh Hedayat   D.P. Costello,1937.0,The Blind Owl,en-US,3.99,1,827
9780061730320.0,William Kamkwamba   Bryan Mealer,2009.0,The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,en-US,4.07,1,647
9780064410150.0,Lemony Snicket   Brett Helquist,2005.0,The Penultimate Peril (A Series of Unfortunate Events   #12),en-US,4.02,0,1409
9780582461500.0,John Steinbeck,1935.0,Tortilla Flat,eng,3.82,1,775
9780141004920.0,Tom Clancy,2003.0,The Teeth of the Tiger (Jack Ryan Universe   #12),eng,3.61,1,699
9780316242900.0,Sarah Lotz,2014.0,The Three (The Three   #1),eng,3.32,0,838
9780060887380.0,Sara Shepard,2007.0,Perfect (Pretty Little Liars   #3),eng,4.02,0,1401
9781565125600.0,Sara Gruen,2006.0,Water for Elephants,eng,4.07,1,1054
9780141439810.0,Jane Austen   Kathryn Sutherland   Tony Tanner   Claire Lamont,1814.0,Mansfield Park,eng,3.84,0,1490
9780804139020.0,Andy Weir,2012.0,The Martian,eng,4.39,0,837
9781593080210.0,Joseph Conrad   A. Michael Matin,1899.0,Heart of Darkness and Selected Short Fiction,en-US,3.75,0,1161
9780307265840.0,Haruki Murakami   Jay Rubin,2004.0,After Dark,eng,3.68,1,1163
9781460995460.0,G.P. Ching,2011.0,The Soulkeepers (The Soulkeepers   #1),en-US,3.71,1,1420
9780060012380.0,Terry Pratchett,2003.0,The Wee Free Men (Discworld   #30; Tiffany Aching   #1),eng,4.25,1,1004
9781400062090.0,Elizabeth Strout,2008.0,Olive Kitteridge,eng,3.78,0,1112
9780062278970.0,Claudia Gray,2014.0,A Thousand Pieces of You (Firebird   #1),eng,3.94,1,1041
9780007201780.0,Conn Iggulden,2008.0,Bones of the Hills (Conqueror   #3),eng,4.32,0,1247
9780061449090.0,Michael  Grant,2010.0,Lies (Gone   #3),en-US,4.09,0,1182
9780609807910.0,Megan McCafferty,2003.0,Second Helpings (Jessica Darling   #2),eng,4.08,0,905
9780751530490.0,Patricia Cornwell,1997.0,Unnatural Exposure (Kay Scarpetta   #8),en-GB,4.05,0,724
9780525953620.0,Jennifer Chiaverini,2013.0,Mrs. Lincoln's Dressmaker,eng,3.41,0,1479
9780061985870.0,Kiersten White,2011.0,Supernaturally (Paranormalcy   #2),en-US,3.92,0,949
9781451627280.0,Stephen King,2011.0,11/22/63,eng,4.29,0,855
9780312255000.0,Salman Rushdie,1999.0,The Ground Beneath Her Feet,eng,3.77,0,539
9780312364120.0,Kristin Hannah,2009.0,Winter Garden,en-GB,4.13,0,747
9780545265360.0,Suzanne Collins,2010.0,The Hunger Games Trilogy Boxset (The Hunger Games   #1-3),eng,4.49,0,508
9780615796150.0,H.M. Ward,2013.0,Damaged (Damaged   #1),eng,3.93,0,1235
9780340936150.0,Russell Brand,2007.0,My Booky Wook,en-GB,3.42,1,601
9780312304360.0,Alan Brennert,2003.0,Moloka'i,en-US,4.15,0,694
9781455530090.0,Mitchell Zuckoff,2014.0,13 Hours: The Inside Account of What Really Happened In Benghazi,eng,4.26,1,1018
9780330344950.0,Winston Graham,1945.0,Ross Poldark (Poldark   #1),eng,4.11,1,1343
9780375424040.0,Leonard Mlodinow,2008.0,The Drunkard's Walk: How Randomness Rules Our Lives,eng,3.88,0,1003
9780140092510.0,James Gleick,1987.0,Chaos: Making a New Science,eng,3.98,0,944
9780451224640.0,Rachel Caine,2008.0,Feast of Fools (The Morganville Vampires   #4),eng,4.17,1,768
9780345326490.0,Edward Abbey,1968.0,Desert Solitaire,en-US,4.22,0,896
9781420100970.0,Richelle Mead,2008.0,Storm Born (Dark Swan #1),eng,3.9,1,560
9780425197390.0,Clive Cussler,1973.0,The Mediterranean Caper (Dirk Pitt   #2),eng,3.75,1,1239
9780007345630.0,Lindsey Kelk,2011.0,The Single Girl's To-Do List,eng,3.94,0,1394
9781250003320.0,Anna Banks,2012.0,Of Poseidon (The Syrena Legacy   #1),eng,4.04,1,1381
9780553256700.0,Corrie ten Boom   John Sherrill   Elizabeth Sherrill,1971.0,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,en-US,4.42,0,1283
9781563893160.0,Alan Moore   Curt Swan   George Pérez   Kurt Schaffenberger,1985.0,Superman: Whatever Happened to the Man of Tomorrow?,eng,4.14,0,1214
9780441095000.0,Robert A. Heinlein,1985.0,The Cat Who Walks Through Walls (The World As Myth),en-US,3.7,1,1315
9781594561800.0,Edgar Allan Poe,1839.0,The Fall of the House of Usher,eng,3.92,1,1136
9780765349650.0,Douglas Preston,2005.0,Tyrannosaur Canyon (Wyman Ford #1),eng,3.78,0,1275
9780330353820.0,Margaret George,1997.0,The Memoirs of Cleopatra,eng,4.17,0,1477
9781401202520.0,Mark Waid   Alfred Gough   Miles Millar   Dave McCaig   Gerry Alanguilan   Leinil Francis Yu,2003.0,Superman: Birthright,en-GB,4.12,1,945
9780385741390.0,James Dashner,2013.0,The Eye of Minds (The Mortality Doctrine   #1),eng,3.85,0,1101
9780385907510.0,Clare Vanderpool,2010.0,Moon Over Manifest,eng,4.02,0,1224
9780312340710.0,Arnaldur Indriðason   Bernard Scudder,2001.0,Silence of the Grave (Inspector Erlendur #4),eng,3.94,0,1187
9780312383280.0,Janet Evanovich,2009.0,Finger Lickin' Fifteen (Stephanie Plum   #15),en-US,3.98,1,1288
9780143039020.0,Graham Greene   Robert  Stone,1955.0,The Quiet American,eng,3.96,1,1429
9780803734740.0,Kristin Cashore,2012.0,Bitterblue (Graceling Realm   #3),eng,4.01,0,567
9781580493890.0,Sophocles   J.E. Thomas,-441.0,Antigone (The Theban Plays   #3),eng,3.6,0,805
9781563893310.0,Mark Waid   Alex Ross   Elliot S. Maggin,1996.0,Kingdom Come,eng,4.24,1,1270
9780843960430.0,Jennifer Ashley,2009.0,The Madness of Lord Ian Mackenzie (Mackenzies & McBrides   #1),eng,4.07,0,1306
9780099409960.0,Terry Brooks   George Lucas,1999.0,Star Wars - Episode I: The Phantom Menace,eng,3.55,1,548
9780312353260.0,Barbara Taylor Bradford,1979.0,A Woman of Substance (Emma Harte Saga #1),eng,4.16,0,1195
9780380730350.0,Dennis Lehane,1998.0,Gone   Baby   Gone (Kenzie & Gennaro   #4),eng,4.14,1,894
9780141439630.0,Henry James   Patricia Crick,1881.0,The Portrait of a Lady,eng,3.76,0,1325
9780307887890.0,Eric Ries,2011.0,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,en-US,4.04,1,1418
9780060256580.0,Shel Silverstein,1981.0,The Missing Piece Meets the Big O ,en-US,4.32,0,1133
9780671758900.0,Mary Higgins Clark,1991.0,Loves Music   Loves to Dance,eng,3.89,1,679
9780060556570.0,Matt Ridley,1993.0,The Red Queen: Sex and the Evolution of Human Nature,en-US,4.02,1,1444
9780449911590.0,Anne Tyler,1982.0,Dinner at the Homesick Restaurant,eng,3.82,0,531
9781439199350.0,Anita Diamant,2014.0,The Boston Girl,eng,3.79,0,679
9781585678750.0,P.G. Wodehouse,1919.0,My Man Jeeves (Jeeves   #1),eng,4.13,0,694
9780765340770.0,Brian Herbert   Kevin J. Anderson,2002.0,The Butlerian Jihad (Legends of Dune   #1),eng,3.57,0,1146
9780452287890.0,Marisa de los Santos,2005.0,Love Walked In,eng,3.69,0,1324
9781937007880.0,Charlaine Harris,2013.0,Dead Ever After (Sookie Stackhouse   #13),eng,3.39,0,1306
9780451213200.0,Harlan Coben,2004.0,Just One Look,eng,4.0,0,1012
9780515128640.0,Lee Child,1999.0,Tripwire  (Jack Reacher   #3),eng,4.07,1,857
9781416914200.0,D.J. MacHale,2009.0,The Soldiers of Halla (Pendragon   #10),en-US,4.27,0,975
9780394800230.0,Helen Marion Palmer   P.D. Eastman,1961.0,A Fish Out of Water,eng,4.21,0,1277
9781408857910.0,Sarah J. Maas,2017.0,A Court of Wings and Ruin (A Court of Thorns and Roses   #3),eng,4.54,0,979
9781439102250.0,Carrie Fisher,2008.0,Wishful Drinking,eng,3.71,0,915
9780547225470.0,Larry Bird   Earvin Johnson   Jackie MacMullan,2009.0,When the Game Was Ours,en-US,4.16,1,1020
9780140620190.0,Elizabeth Gaskell   Alan Shelston,1854.0,North and South,eng,4.13,0,926
9780670076090.0,Melina Marchetta,2011.0,Froi of the Exiles (Lumatere Chronicles   #2),eng,4.3,1,1276
9783442723430.0,Margaret Atwood   Brigitte Walitzek,1996.0,Alias Grace,ger,3.97,0,1174
9780553286400.0,Margaret Weis   Tracy Hickman,1990.0,Dragon Wing (The Death Gate Cycle   #1),en-US,3.93,1,1205
9780140131680.0,Hanif Kureishi,1990.0,The Buddha of Suburbia,eng,3.72,1,869
9780451171350.0,Irving Stone   שמואל שניצר,1958.0,The Agony and the Ecstasy,eng,4.09,1,771
9780590396560.0,Tamora Pierce,2002.0,Cold Fire (The Circle Opens   #3),eng,4.05,0,1238
9780140089230.0,Keri Hulme,1984.0,The Bone People,en-US,4.06,1,686
9780140115860.0,Paul Auster,1989.0,Moon Palace,eng,3.99,0,555
9780439405580.0,Kathryn Lasky,2003.0,The Capture (Guardians of Ga'Hoole   #1),eng,3.88,0,960
9780571225410.0,Kazuo Ishiguro,2000.0,When We Were Orphans,eng,3.45,1,1088
9780140436070.0,Oscar Wilde   Richard Allen Cave,1954.0,The Importance of Being Earnest and Other Plays,eng,4.26,1,1302
9781596914520.0,Apostolos Doxiadis   Christos H. Papadimitriou   Alecos Papadatos   Annie Di Donna,2009.0,Logicomix: An epic search for truth,en-US,4.01,0,1319
9780553381010.0,Anton Chekhov   Richard Pevear   Larissa Volokhonsky,1900.0,Selected Stories,eng,4.36,1,1405
9781611099690.0,Marcus Sakey,2013.0,Brilliance (Brilliance Saga   #1),eng,3.95,0,1086
9780062049800.0,Ann Patchett,2011.0,State of Wonder,eng,3.85,1,554
9780545284100.0,Meg Cabot,2011.0,Abandon (Abandon   #1),eng,3.71,1,1424
9780786851710.0,Patricia McCormick,2006.0,Sold,eng,4.19,1,1185
9780618065680.0,Margret Rey   H.A. Rey   Martha Weston,2003.0,Curious George Visits the Library,en-US,4.25,1,738
9780060182980.0,Clive Barker,2007.0,Mister B. Gone,eng,3.32,1,847
9788575425770.0,Paulo Coelho,2010.0,Aleph,por,3.37,0,1121
9780143036660.0,Geraldine Brooks,2004.0,March,en-US,3.73,1,1232
9780425132950.0,Leigh Nichols   Dean Koontz,1982.0,The House of Thunder,eng,3.78,1,1283
9780307267150.0,Nicholas D. Kristof   Sheryl WuDunn,2008.0,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,eng,4.31,1,828
9780842329280.0,Tim LaHaye   Jerry B. Jenkins,1990.0,Assassins (Left Behind   #6),eng,3.98,1,1469
9781852864990.0,Neil Gaiman   Chris Bachalo   Mark Buckingham   Tori Amos,1993.0,Death: The High Cost of Living Collected,eng,4.21,1,714
9781250006320.0,Amanda Hocking,2010.0,Torn (Trylle   #2),en-US,4.04,0,1040
9781416547080.0,Kresley Cole,2008.0,Dark Needs at Night's Edge (Immortals After Dark #5),eng,4.32,0,778
9780060776250.0,Ellen Schreiber,2006.0,Vampireville (Vampire Kisses   #3),en-GB,3.92,1,874
9780886774640.0,Mercedes Lackey,1991.0,By the Sword (Valdemar),eng,4.24,0,741
9781433502420.0,Anonymous   Lane T. Dennis   Wayne A. Grudem,2002.0,ESV Study Bible,eng,4.76,1,1080
9780439968090.0,Tamora Pierce,2004.0,Trickster's Choice (Daughter of the Lioness   #1),eng,4.27,0,1231
9780141181740.0,Thomas Mann   Joachim Neugroschel,1911.0,Death in Venice and Other Tales,eng,3.87,1,611
9780545141020.0,Tom Sniegoski   Jeff Smith   Thomas E. Sniegoski   Steve Hamaker,2009.0,Bone: Quest for the Spark   Vol. 1,eng,4.33,1,923
9780465067110.0,Donald A. Norman,1988.0,The Design of Everyday Things,en-US,4.18,1,815
9780385341970.0,Karin Slaughter,2010.0,Broken (Will Trent   #4),eng,4.2,1,754
9781593070560.0,Kohta Hirano   Duane Johnson,1998.0,Hellsing   Vol. 01 (Hellsing   #1),eng,4.28,1,947
9780140449100.0,Thomas More   Paul Turner,1516.0,Utopia,eng,3.5,0,1236
9780375760140.0,George Eliot   Edmund White,1876.0,Daniel Deronda,eng,3.82,1,1429
9780307595870.0,Jo Nesbø   Don Bartlett,2007.0,The Snowman (Harry Hole   #7),eng,4.04,0,1339
9781416974510.0,L.J. Smith,2008.0,Night World   No. 2 (Night World   #4-6),en-CA,4.2,0,639
9780393086930.0,James Grady,1974.0,Six Days of the Condor,eng,4.08,1,1354
9780545060510.0,Margaret Peterson Haddix,2010.0,Into the Gauntlet (The 39 Clues   #10),eng,3.99,0,726
9780385333470.0,Kurt Vonnegut Jr.,1965.0,God Bless You   Mr. Rosewater,eng,3.94,1,1361
9781595231030.0,Brian Kilmeade   Don Yaeger,2013.0,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,eng,3.77,0,1133
9780062132530.0,Dorothea Benton Frank,2014.0,The Hurricane Sisters,eng,3.49,0,983
9780312939040.0,Sue Grafton,1988.0,F is for Fugitive (Kinsey Millhone   #6),eng,3.9,0,1477
9780452287050.0,Dorothy Allison,1992.0,Bastard Out of Carolina,eng,4.09,0,899
9780374521510.0,Roland Barthes   Annette Lavers,1957.0,Mythologies,eng,4.11,0,1410
9781592402040.0,Lynne Truss,2003.0,Eats   Shoots & Leaves: The Zero Tolerance Approach to Punctuation,en-US,3.86,0,798
9780689818770.0,Andrew Clements   Brian Selznick,1996.0,Frindle,en-US,3.79,0,913
9781582408260.0,Robert Kirkman   Charlie Adlard   Cliff Rathburn   Rus Wooton,2007.0,The Walking Dead   Book Three (The Walking Dead #25-36),eng,4.43,0,983
9780805448660.0,Stephen Kendrick   Alex Kendrick,2008.0,The Love Dare,en-US,4.37,1,1391
9780345366240.0,Katherine Neville,1988.0,The Eight (The Eight #1),eng,3.92,0,1370
9780451222720.0,J.R. Ward,2008.0,Lover Enshrined (Black Dagger Brotherhood   #6),eng,4.12,1,766
9780140449300.0,Giovanni Boccaccio   G.H. McWilliam,1353.0,The Decameron,eng,3.86,1,766
9780385538730.0,Jon Krakauer,2015.0,Missoula: Rape and the Justice System in a College Town,eng,4.06,1,846
9780316185900.0,Charlotte Rogan,2012.0,The Lifeboat,eng,3.2,0,655
9789771754960.0,Essam Youssef,2008.0,1/4 جرام,ara,4.02,0,679
9780743474150.0,Judith McNaught,1989.0,A Kingdom of Dreams (Westmoreland   #1),eng,4.25,1,938
9780843955290.0,Christine Feehan,1999.0,Dark Prince (Dark   #1),eng,4.01,1,1168
9780060885600.0,Ben Fountain,2012.0,Billy Lynn's Long Halftime Walk,eng,3.81,1,819
9781595142510.0,Lili St. Crow   Lilith Saintcrow,2009.0,Strange Angels (Strange Angels   #1),eng,3.78,0,861
9780060766210.0,Joseph Delaney   Patrick  Arrasmith,2004.0,Revenge of the Witch (The Last Apprentice / Wardstone Chronicles   #1),eng,3.97,0,589
9780198320270.0,William Shakespeare   Roma Gill,1599.0,Julius Caesar,eng,3.65,0,524
9780307263000.0,Carl Hiaasen,2006.0,Nature Girl,eng,3.61,1,885
9780441627400.0,T.H. White,1958.0,The Once and Future King (The Once and Future King #1-4),eng,4.08,0,1374
9781442402360.0,Jonathan Maberry,2011.0,Dust & Decay (Rot & Ruin   #2),eng,4.29,0,1033
9780002246190.0,William Gibson   Terry Bisson,1981.0,Johnny Mnemonic,en-US,3.75,0,822
